1,1.053571429,0.392857143
1,-2.946428571,0.392857143
1,0.053571429,-0.607142857
1,2.053571429,0.392857143
1,6.053571429,0.392857143
1,8.053571429,-0.607142857
1,4.053571429,0.392857143
1,0.053571429,0.392857143
1,8.053571429,0.392857143
1,0.053571429,-0.607142857
1,6.053571429,-0.607142857
1,5.053571429,0.392857143
1,-2.946428571,0.392857143
1,-0.946428571,-0.607142857
1,1.053571429,-0.607142857
1,-3.946428571,0.392857143
1,3.053571429,-0.607142857
1,5.053571429,0.392857143
1,-1.946428571,0.392857143
1,-3.946428571,-0.607142857
1,-3.946428571,-0.607142857
1,6.053571429,0.392857143
1,-0.946428571,0.392857143
1,-0.946428571,0.392857143
1,-3.946428571,-0.607142857
1,-2.946428571,-0.607142857
1,-3.946428571,0.392857143
1,-3.946428571,0.392857143
1,2.053571429,0.392857143
1,-4.946428571,0.392857143
1,1.053571429,-0.607142857
1,-2.946428571,0.392857143
1,-1.946428571,-0.607142857
1,-2.946428571,0.392857143
1,-1.946428571,-0.607142857
1,-3.946428571,0.392857143
1,-0.946428571,0.392857143
1,-2.946428571,0.392857143
1,-0.946428571,0.392857143
1,1.053571429,0.392857143
1,-4.946428571,-0.607142857
1,2.053571429,0.392857143
1,2.053571429,-0.607142857
1,-2.946428571,0.392857143
1,0.053571429,0.392857143
1,12.05357143,-0.607142857
1,6.053571429,-0.607142857
1,-4.946428571,-0.607142857
1,2.053571429,0.392857143
1,0.053571429,0.392857143
1,1.053571429,0.392857143
1,-4.946428571,-0.607142857
1,2.053571429,0.392857143
1,-3.946428571,-0.607142857
1,-0.946428571,0.392857143
1,-3.946428571,-0.607142857
